PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
Ireo City Plots,"Land in Sector 60, Gurgaon","['Yonex Badminton Stadium', 'CBR Cricket Ground', 'Grand Hyatt', 'Au Grand Air', 'Indira Gandhi Eye Hospital']","{'Yonex Badminton Stadium': '3 mins', 'CBR Cricket Ground': '4 mins', 'Grand Hyatt': '6 mins', 'Au Grand Air': '6 mins', 'Indira Gandhi Eye Hospital': '7 mins', 'Double Tree by Hilton': '8 mins', 'Swastik Hospital': '8 mins', 'Jinaglala Theme Park': '8 mins', 'Heritage School': '9 mins', 'Scottish International School': '9 mins', 'Ap Sports cricket ground': '9 mins', 'Nischay Cricket Academy': '10 mins', 'DLC Cricket Ground': '12 mins', 'Drona Sports Village': '13 mins', 'Paras Hospital': '14 mins'}",https://www.99acres.com/ireo-city-plots-sector-60-gurgaon-npxid-r10720,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,160 - 9,000 sq.ft.', 'price-range': '₹ 4.44 - 18.5 Cr'}}","['Swimming Pool', 'Salon', 'Banquet Hall', 'Lawn Tennis Court', 'Amphitheatre', 'Jogging Track', '24x7 Security', 'Club House', '24/7 Power Backup']"
Parsvnath Exotica,"3, 4, 5, 6 BHK Apartment in Sector 53, Gurgaon","['Sector 53-54 Metro Station', 'Golf Course Road', 'Shiv Nadar School', 'Sushant University', 'DLF Golf and Country Club']","{'Sector 53-54 Metro Station': '0.85 Km', 'Golf Course Road': '1.4 Km', 'Shiv Nadar School': '3.7 Km', 'Sushant University': '3.9 Km', 'DLF Golf and Country Club': '4.2 Km', 'Ramada by Wyndham Gurgaon': '4.5 Km', 'Sahara Mall': '5.5 Km', 'Mehrauli-Gurgaon Rd': '6.6 Km', 'PVR Drive in Theatre': '7.7 Km', 'Duke Horse Riding Club': '8.3 Km', 'SkyJumper Trampoline Park': '9.2 Km', 'Surajgarh Gurgaon': '9.5 Km', 'F9 Go Karting Gurgaon': '10.8 Km', 'Fun N Food Village': '11.5 Km', 'Indira Gandhi International Airport': '15.6 Km'}",https://www.99acres.com/parsvnath-exotica-sector-53-gurgaon-npxid-r11,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,380 sq.ft.', 'price-range': '₹ 3.96 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,390 sq.ft.', 'price-range': '₹ 4.28 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,665 sq.ft.', 'price-range': '₹ 9.95 Cr'}, '6 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '8,580 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Golf Course', 'Card Room', 'Piped Gas', 'Squash Court', 'Billiards', 'Video Door Security', 'Basketball Court', 'Entrance Lobby']"
Pioneer Urban Presidia,"3, 4, 5 BHK Apartment in Sector 62, Gurgaon","['Heritage Xperiential Learning School', 'Apex Plus Hospital', 'Golf Course Ext Road', 'DoubleTree by Hilton Hotel', 'PVR Drive in Theatre']","{'Heritage Xperiential Learning School': '1.1 Km', 'Apex Plus Hospital': '1.2 Km', 'Golf Course Ext Road': '2.4 Km', 'DoubleTree by Hilton Hotel': '2.4 Km', 'PVR Drive in Theatre': '3.3 Km', 'Duke Horse Riding Club': '4.9 Km', 'ZEN Golf Range & Academy': '5.4 Km', 'Surajgarh Gurgaon': '5.5 Km', 'The Banyan Tree Hiking Area': '6 Km', 'Airia Mall': '6.9 Km', 'SkyJumper Trampoline Park': '7.8 Km', 'Indira Gandhi International Airport': '19.9 Km'}",https://www.99acres.com/pioneer-urban-presidia-sector-62-gurgaon-npxid-r110,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,279 - 2,961 sq.ft.', 'price-range': '₹ 5 - 6.5 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,821 - 4,995 sq.ft.', 'price-range': '₹ 6.19 - 10.96 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,111 - 6,159 sq.ft.', 'price-range': '₹ 9.02 - 13.51 Cr'}}","['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Golf Course', 'Restaurant', 'Terrace Garden', 'Spa', 'Skating Rink']"
Suncity Platinum Towers,"2, 3, 4 BHK Apartment in MG Road, Gurgaon","['Umkal Hospital', 'Iffco Chowk', 'MG Road', 'Plaza Mall', 'MGF Metropolitan Mall']","{'Umkal Hospital': '450 Meter', 'Iffco Chowk': '500 Meter', 'MG Road': '2.2 KM', 'Plaza Mall': '2.4 KM', 'MGF Metropolitan Mall': '2.5 KM', 'NH 48': '3.8 KM', 'Paras Hospitals, Gurgaon': '4.5 KM', 'Lancers International School': '6.4 KM', 'Sushant University': '7.7 KM', 'The NorthCap University': '9 KM', 'Indira Gandhi Intl Airport': '15.5 KM'}",https://www.99acres.com/suncity-platinum-towers-mg-road-gurgaon-npxid-r308091,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,300 sq.ft.', 'price-range': '₹ 5.4 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,685 sq.ft.', 'price-range': '₹ 6.3 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,150 - 4,300 sq.ft.', 'price-range': '₹ 7.02 - 9.59 Cr'}}","['Mini Theatre', 'Automated Car Wash', 'Swimming Pool', 'Business Lounge', 'Salon', 'Card Room', 'Waiting Lounge', 'Sauna', 'Steam Room']"
Godrej Nature Plus,"2, 3 BHK Apartment in Sector-33 Sohna, Gurgaon","['K. R. Mangalam University', 'Badshahpur Sohna Rd Hwy', 'Gurjar Samrat Jaipal Khatana Marg', 'Signature Global Infinity Mall Sohna', 'Vidya Niketan Sr Sec School']","{'K. R. Mangalam University': '1.1 KM', 'Badshahpur Sohna Rd Hwy': '1.7 KM', 'Gurjar Samrat Jaipal Khatana Marg': '2.3 KM', 'Signature Global Infinity Mall Sohna': '2.3 KM', 'Vidya Niketan Sr Sec School': '4.7 KM', 'Sanjivani Hospital': '7 KM', 'Garhi Harsaru Junction': '30.5 KM', 'Indira Gandhi Intl Airport': '35.6 KM'}",https://www.99acres.com/godrej-nature-plus-sector-33-sohna-gurgaon-npxid-r297055,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '822.79 - 1,928 sq.ft.', 'price-range': '₹ 1.1 - 2.58 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '925.7 - 2,000 sq.ft.', 'price-range': '₹ 1.25 - 2.7 Cr'}}","['Natural Pond', 'Swimming Pool', 'Skating Rink', 'Gazebo', 'Cafeteria', 'Billiards', 'Fountain', 'Shopping Centre', 'Cricket Pitch']"
Bestech Park View Grand Spa,"3, 4, 5 BHK Apartment in Sector 81, Gurgaon","[""St. Xavier's High School"", 'Spectra Hospital', 'Sapphire 83 Mall', 'Hyatt Regency Gurgaon', 'NH-8, IMT Manesar']","{""St. Xavier's High School"": '0.65 Km', 'Spectra Hospital': '0.75 Km', 'Sapphire 83 Mall': '2.5 Km', 'Hyatt Regency Gurgaon': '4.9 Km', 'NH-8, IMT Manesar': '5.4 Km', 'Dwarka Expressway': '5.6 Km', 'IMT Manesar': '8.1 Km', 'National Tennis Academy': '9.7 Km', 'SkyJumper Trampoline Park': '13.5 Km', 'Indira Gandhi International Airport': '30 Km'}",https://www.99acres.com/bestech-park-view-grand-spa-sector-81-gurgaon-npxid-r2086,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,660 sq.ft.', 'price-range': '₹ 2.5 - 3 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,185 - 7,054 sq.ft.', 'price-range': '₹ 3.1 - 6.87 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,840 sq.ft.', 'price-range': '₹ 5.5 - 7 Cr'}}","['Automated Car Wash', 'Acupressure Park', 'Swimming Pool', 'Golf Course', 'Salon', 'Card Room', 'Restaurant', 'High Speed Elevators', 'Waiting Lounge']"
Shree Vardhman Victoria,"2, 3 BHK Apartment in Sector 70, Gurgaon","['Golf Course Extn Road', 'Sohna Road', 'Tulip Violet Society, Sector 69', 'Spaze Palazo, Golf Course Ext Rd', 'Federal Bank Sector 71']","{'Golf Course Extn Road': '200 Meter', 'Sohna Road': '500 Meter', 'Tulip Violet Society, Sector 69': '1.8 KM', 'Spaze Palazo, Golf Course Ext Rd': '3.3 KM', 'Federal Bank Sector 71': '3.4 KM', 'Kunskapsskolan International': '3.4 KM', 'Southern Peripheral Rd, Gurugram': '3.5 KM', 'Ektaa Hospitals  Main Sohna Rd': '4 KM', 'Central Bank Of India Sohna Rd': '4.2 KM', 'Sanjeevani Hospital - Child Specialist': '4.2 KM', 'VATIKA BUSINESS PARK Sohna Rd': '4.2 KM', 'IndianOil, Hasanpur': '4.5 KM', 'The Medicity, Spaze iTech Park': '5 KM', 'Axis Bank, Sohna Rd': '5.6 KM', 'Airia Mall': '5.9 KM'}",https://www.99acres.com/shree-vardhman-victoria-sector-70-gurgaon-npxid-r28294,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,300 - 1,350 sq.ft.', 'price-range': '₹ 1.03 - 1.09 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,950 sq.ft.', 'price-range': '₹ 1.55 - 1.6 Cr'}}","['Bus Shelter', 'Swimming Pool', 'School', 'Card Room', 'Pergola', 'High Speed Elevators', 'Sauna', 'Steam Room', 'Water Softener Plant']"
Silverglades The Melia,"2, 3, 4 BHK Apartment in Sohna, Gurgaon","['Sohna Road', 'Shambhu Dayal High School', 'Global City Centre Mall', 'GD Goenka University', 'Vardaan Hospital and Trauma Centre']","{'Sohna Road': '0.75 Km', 'Shambhu Dayal High School': '1 Km', 'Global City Centre Mall': '2.4 Km', 'GD Goenka University': '2.6 Km', 'Vardaan Hospital and Trauma Centre': '4.7 Km', 'Sohna Bus Stand': '4.7 Km', 'Ascendas OneHub Gurgaon': '5.8 Km', 'Western Peripheral Expressway': '12.9 Km'}",https://www.99acres.com/silverglades-the-melia-sohna-gurgaon-npxid-r26828,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,350 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,750 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,400 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Laundry', 'Reading Lounge', 'Golf Course', 'Conference room', 'Card Room', 'Restaurant']"
Shree Vardhman Flora,"2, 3, 4 BHK Apartment in Sector 90, Gurgaon","['Holiday Inn Gurugram Sector 90', 'IRIS Broadway Mall', 'Aarvy Healthcare Hospital', 'Flying Wings Badminton Academy', 'Saraswati Model School']","{'Holiday Inn Gurugram Sector 90': '1.9 Km', 'IRIS Broadway Mall': '2.2 Km', 'Aarvy Healthcare Hospital': '2.3 Km', 'Flying Wings Badminton Academy': '2.9 Km', 'Saraswati Model School': '3.3 Km', 'Garhi Harsaru Junction': '4.4 Km', 'Dwarka Expressway': '6.8 km', 'SGT University': '11.3 km', 'Orchid Business Park': '16.7 km', 'Indira Gandhi International Airport': '30.5 Km'}",https://www.99acres.com/shree-vardhman-flora-sector-90-gurgaon-npxid-r28296,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,300 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,875 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,475 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'School', 'Sauna', 'Steam Room', 'Billiards', 'Fountain', 'Shopping Centre', 'Lawn Tennis Court', 'Earthquake Resistant']"
Vatika Seven Elements,"2, 3, 4 BHK Apartment in Sector 89 A, Gurgaon","['Pataudi Road', 'Dwarka Expy', 'Newtown Square Mall', 'Euro International School', 'Shri Balaji’s Multispeciality Hospital']","{'Pataudi Road': '400 Meter', 'Dwarka Expy': '3.3 KM', 'Newtown Square Mall': '3.5 KM', 'Euro International School': '7.5 KM', 'Shri Balaji’s Multispeciality Hospital': '8 KM', 'SGT University': '9.6 KM', 'Farrukh Nagar Railway Station': '15.7 KM', 'Indira Gandhi Intl Airport': '30 KM'}",https://www.99acres.com/vatika-seven-elements-sector-89-a-gurgaon-npxid-r7746,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,605 - 1,650 sq.ft.', 'price-range': '₹ 1.15 - 1.18 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,920 - 3,155 sq.ft.', 'price-range': '₹ 1.38 - 2.26 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,465 - 3,695 sq.ft.', 'price-range': '₹ 1.77 - 2.65 Cr'}}","['Valet Parking', 'Food Court', 'Swimming Pool', 'Business Lounge', 'School', 'Restaurant', 'Pergola', 'Grocery Shop', 'Squash Court']"
Bellavista Central Park Resorts,"1 BHK Service Apartment, 1 RK Studio Apartment in Sector 48, Gurgaon","['Candor TechSpace, Sector 48', 'Badshahpur Sohna Rd Hwy', 'Omaxe Celebration Mall', 'Pataudi Road', 'GD Goenka Public School']","{'Candor TechSpace, Sector 48': '500 Meter', 'Badshahpur Sohna Rd Hwy': '2.5 KM', 'Omaxe Celebration Mall': '3 KM', 'Pataudi Road': '5 KM', 'GD Goenka Public School': '2.1 KM', 'Huda Metro Station': '7.3 KM', 'Sushant University': '10.6 KM', 'Indira Gandhi International Airport': '20.3 KM', 'Medanta - The Medicity': '4.5 KM', 'Tau DeviLal Sports Complex': '4.8 KM', 'DoubleTree by Hilton Hotel Gurgaon': '10.6 KM', 'De Adventure Park': '9 KM'}",https://www.99acres.com/bellavista-central-park-resorts-sector-48-gurgaon-npxid-r343397,"{'1 RK': {'building_type': 'Studio Apartment', 'area_type': 'Carpet Area', 'area': '438.63 - 1,607 sq.ft.', 'price-range': 'Price on Request'}, '1 BHK': {'building_type': 'Service Apartment', 'area_type': 'Carpet Area', 'area': '569.95 - 639.59 sq.ft.', 'price-range': 'Price on Request'}}","['Mini Theatre', 'Infinity Pool', 'Lounge', 'Restaurant', 'High Speed Elevators', 'Sauna', 'Jacuzzi', 'Spa', 'Water Softener Plant']"
M3M Heights,"2, 3 BHK Apartment in Sector 65, Gurgaon","['M3m 65th Avenue Mall', 'DPS International School', 'Golf Course Extension Road', 'Park Hospital', 'Lemon Tree Hotel']","{'M3m 65th Avenue Mall': '0.25 Km', 'DPS International School': '0.85 Km', 'Golf Course Extension Road': '1.4 Km', 'Park Hospital': '3.5 Km', 'Lemon Tree Hotel': '4.4 Km', 'Rapid Metro Sector 56': '5 Km', 'SkyJumper Trampoline Park': '5.1 Km', 'PVR Drive in Theatre': '5.7 Km', 'DPG Institute of Technology': '7.9 Km', 'Indira Gandhi International Airport': '22.8 Km', 'Gurgaon - Delhi Expy': '3.7 KM'}",https://www.99acres.com/m3m-heights-sector-65-gurgaon-npxid-r272921,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,250 - 1,450 sq.ft.', 'price-range': '₹ 2 - 2.32 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,828 - 2,004 sq.ft.', 'price-range': '₹ 2.92 - 3.21 Cr'}}","['Bus Shelter', 'Infinity Pool', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Reflexology Park', 'Aerobics Centre', 'Restaurant', 'Terrace Garden', 'High Speed Elevators']"
Godrej Habitat,"2, 3, 4 BHK Apartment in Sector 3, Gurgaon","['Sneh Hospital', 'Gems International School', 'Country Inn & Suites by Radisson', 'Dwarka Expressway', 'HUDA Mini Golf Course']","{'Sneh Hospital': '0.15 Km', 'Gems International School': '2.5 Km', 'Country Inn & Suites by Radisson': '4.1 Km', 'Dwarka Expressway': '5.8 Km', 'HUDA Mini Golf Course': '5.8 Km', 'National Highway 8': '6.2 Km', 'Star Mall': '6.7 Km', 'Appu Ghar Water Park': '8.2 Km', 'Huda City Centre Metro Station': '8.2 Km', 'ICFAI University': '9.8 Km', 'Indira Gandhi International Airport': '20.4 Km'}",https://www.99acres.com/godrej-habitat-sector-3-gurgaon-npxid-r326543,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '912.56 - 1,444 sq.ft.', 'price-range': '₹ 1.18 - 1.87 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,255.29 - 2,078 sq.ft.', 'price-range': '₹ 2.02 - 3.34 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,571.85 - 2,650 sq.ft.', 'price-range': '₹ 2.34 - 3.95 Cr'}}","['Mini Theatre', 'Foosball', 'Swimming Pool', 'Flower Garden', 'Salon', 'ATM', 'Card Room', 'Piped Gas', 'Grocery Shop']"
Adani Brahma Samsara,"3, 4 BHK Independent Floor in Sector 60, Gurgaon","['Lemon Tree Hotel', 'Paras Trinity Mall', 'Tennis Vidyalaya (Tennis Academy)', 'PVR Drive in Theatre', 'Indira Gandhi Eye Hospital']","{'Lemon Tree Hotel': '1 Km', 'Paras Trinity Mall': '1 Km', 'Tennis Vidyalaya (Tennis Academy)': '1.1 Km', 'PVR Drive in Theatre': '1.5 Km', 'Indira Gandhi Eye Hospital': '1.6 Km', 'Heritage Xperiential Learning School': '1.7 Km', 'Sector 55-56 Rapid Metro': '3.2 Km', 'Golf Course Extension Road': '4.4 Km', 'Sushant University': '5.5 Km', 'Zooper India Trampoline Park': '6.6 Km', 'Teri Golf Course': '8.9 Km', 'Indira Gandhi International Airport': '21 Km'}",https://www.99acres.com/adani-brahma-samsara-sector-60-gurgaon-npxid-r271215,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,116 sq.ft.', 'price-range': '₹ 1.7 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,474.66 sq.ft.', 'price-range': '₹ 2.22 Cr'}}","['Swimming Pool', 'School', 'Restaurant', 'Spa', 'Skating Rink', 'Theatre', 'Pool Table', 'Billiards', 'Shopping Centre']"
DLF The Grove,"Land, 4, 5 BHK Independent Floor in DLF Phase 5, Gurgaon","['Park Dr, DLF Phase 5', 'Central Plaza Mall', 'Sector 53-54 Metro Station', 'Sushant University', 'Unicosmos School']","{'Park Dr, DLF Phase 5': '41 Meter', 'Central Plaza Mall': '1.8 KM', 'Sector 53-54 Metro Station': '2.1 KM', 'Sushant University': '2.5 KM', 'Unicosmos School': '2.8 KM', 'Paras Hospitals': '4.2 KM', 'NH 148A': '10 KM', 'Indira Gandhi Intl Airport': '16.9 KM'}",https://www.99acres.com/dlf-the-grove-dlf-phase-5-gurgaon-npxid-r391580,"{'4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '2,430 - 4,520.84 sq.ft.', 'price-range': '₹ 6 - 11.16 Cr'}, '5 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '5,760 sq.ft.', 'price-range': '₹ 11 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '538.2 sq.ft.', 'price-range': '₹ 5 Cr'}}","['Swimming Pool', 'ATM', 'Creche/Day care', 'Wi-Fi Connectivity', 'Cafeteria', 'Community Hall', 'Entrance Lobby', 'Sewage Treatment Plant', 'CCTV Camera Security']"
Corona Optus,"2, 3, 4 BHK Apartment in Sector 37C, Gurgaon","['The Esplanade Mall', 'Gurugram Road', 'Heritage badminton academy', 'Green Field Public School', 'Kadipur Industrial Area']","{'The Esplanade Mall': '0.85 Km', 'Gurugram Road': '1.1 Km', 'Heritage badminton academy': '1.1 Km', 'Green Field Public School': '1.4 Km', 'Kadipur Industrial Area': '2 Km', 'Delhi Jaipur Expressway': '3.5 Km', 'Tau DeviLal Sports Complex': '7.3 Km', 'Gurgaon Railway Station': '7.5 Km', 'Medanta The Medicity': '8.9 Km', 'SkyJumper Trampoline Park': '9 Km', 'Gurugram University': '10.8 Km', 'Holiday Inn Gurugram Sector 90': '12.9 Km', 'Indira Gandhi International Airport': '22.8 Km'}",https://www.99acres.com/corona-optus-sector-37c-gurgaon-npxid-r2788,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,345 - 1,915 sq.ft.', 'price-range': '₹ 95.4 L - 1.36 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,720 - 2,199 sq.ft.', 'price-range': '₹ 1.22 - 1.58 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,696 - 2,764 sq.ft.', 'price-range': '₹ 1.91 - 1.96 Cr'}}","['Swimming Pool', 'School', 'Piped Gas', 'Skating Rink', 'Grocery Shop', 'Lawn Tennis Court', 'Multipurpose Court', 'Amphitheatre', 'Earthquake Resistant']"
Central Park Flower Valley Flamingo Floors,"2, 3 BHK Independent Floor in Sector-33 Sohna, Gurgaon","['Spazedge IT Park', 'Omaxe City Centre', 'JMD Megapolis', 'Sapphire Mall', 'More Hypermart , Vipul business park']","{'Spazedge IT Park': '450 Meter', 'Omaxe City Centre': '550 Meter', 'JMD Megapolis': '1.1 KM', 'Sapphire Mall': '1.2 KM', 'More Hypermart , Vipul business park': '1.8 KM', 'Raheja Mall': '1.8 KM', 'Basant Valley Global School': '2.3 KM', 'Eros City Square': '2.3 KM', 'The Paras World School': '3.8 KM', 'Vipul Trade Centre': '2.7 KM', ""St. Xavier's High School"": '3.3 KM', 'CK Birla Hospital': '3.8 KM', 'Medanta -The Medicity': '5.1 KM', 'WorldMark Gurgaon, Maidawas Rd': '5.9 KM', 'Artemis Hospital Gurgaon': '5.9 KM'}",https://www.99acres.com/central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-npxid-r271483,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,093 - 2,515 sq.ft.', 'price-range': '₹ 98 L - 2.25 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,230 - 2,559 sq.ft.', 'price-range': '₹ 1.1 - 2.29 Cr'}}","['Swimming Pool', 'Medical Centre', 'Golf Course', 'School', 'Restaurant', 'Sauna', 'Jacuzzi', 'Steam Room', 'Creche/Day care']"
ROF Insignia Park 2,"Land in Sector 95, Gurgaon","['Western Peripheral Expy, Gurugram', 'Raghunath Bal Vidya Mandir School', 'Reliance Trends Newtown Square Mall', 'ESIC Hospital', 'Indira Gandhi Intl Airport']","{'Western Peripheral Expy, Gurugram': '3.3 KM', 'Raghunath Bal Vidya Mandir School': '3.7 KM', 'Reliance Trends Newtown Square Mall': '6.2 KM', 'ESIC Hospital': '8.8 KM', 'Indira Gandhi Intl Airport': '36.5 KM'}",https://www.99acres.com/rof-insignia-park-2-sector-95-gurgaon-npxid-r394471,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,350 sq.ft.', 'price-range': '₹ 2.25 Cr'}}","['Reflexology Park', 'Golf Course', 'Skating Rink', 'Gazebo', 'Cricket Pitch', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area']"
Indiabulls Centrum Park,"2, 3, 4, 5 BHK Apartment in Sector 103, Gurgaon","['S N International School', 'Dwarka Expressway', 'Gurgaon Railway Station', 'Infinitys Badminton Academy', 'Gurgaon Dreamz Mall']","{'S N International School': '2.3 Km', 'Dwarka Expressway': '2.3 Km', 'Gurgaon Railway Station': '4.4 Km', 'Infinitys Badminton Academy': '5.5 Km', 'Gurgaon Dreamz Mall': '5.7 Km', 'Metro Hospital, Palam Vihar': '7.5 Km', 'Country Inn and Suites by Radisson': '8.3 Km', 'Delhi Gurgaon Expressway': '9 Km', 'F9 Go Karting Gurgaon': '9.5 Km', 'HUDA Market, Sector 14': '9.6 Km', 'The NorthCap University': '9.8 Km', 'HUDA Mini Golf Course': '10.4 Km', 'Sector 29 Gurgaon Pubs and Bars': '11.7 Km', 'Emaar Business Park': '14.1 Km', 'Indira Gandhi International Airport': '22.8 Km'}",https://www.99acres.com/indiabulls-centrum-park-sector-103-gurgaon-npxid-r461,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,250 - 1,737 sq.ft.', 'price-range': '₹ 87.5 L - 1.22 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,790 - 2,000 sq.ft.', 'price-range': '₹ 1.04 - 1.18 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,979 - 5,100 sq.ft.', 'price-range': '₹ 1.5 - 3.88 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,616 - 2,894 sq.ft.', 'price-range': 'Price on Request'}}","['Milk Booth', 'Clinic', 'Swimming Pool', 'Business Lounge', 'Medical Centre', 'Reading Lounge', 'School', 'Salon', 'ATM']"
BPTP Fortuna,"Land in Sector 70A, Gurgaon","['Southern Peripheral Rd, Dhani', 'CD International School', 'Omaxe City Centre Mall', 'Badshahpur Sohna Rd Hwy, Malibu Town', 'Park Hospital']","{'Southern Peripheral Rd, Dhani': '2.6 KM', 'CD International School': '5.2 KM', 'Omaxe City Centre Mall': '5.5 KM', 'Badshahpur Sohna Rd Hwy, Malibu Town': '7.5 KM', 'Park Hospital': '7.6 KM', 'Gurugram University': '8.8 KM', 'Sector 55-56 Metro Station': '10.7 KM', 'Indira Gandhi Intl Airport': '25.4 KM'}",https://www.99acres.com/bptp-fortuna-sector-70a-gurgaon-npxid-r391135,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,250 - 3,600 sq.ft.', 'price-range': '₹ 3.31 - 5.3 Cr'}}","['Gazebo', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden']"
