property_name,link,society,price,rate,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,noOfFloor,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
4 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-9000-sq-ft-spid-V69736746,,23 Crore,"₹ 25,556/sq.ft.",(836 sq.m.) Plot Area,Plot area 1000(836.13 sq.m.),4 Bedrooms,4 Bathrooms,3+ Balconies,"Study Room,Pooja Room,Store Room,Servant Room","Dlf Phase 1, Gurugram, DLF Phase 1, Gurgaon, Haryana",2 Floors,South-West,1 to 5 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","1000 sq yards well maintained build up house available for sale in dlf phase 1, gurugram. Property is located in a gated lane. For more details please contact.","['7 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '10 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '5 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",V69736746
4 Bedroom House for sale in DLF Phase 2,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-2-gurgaon-1800-sq-ft-spid-Q69690592,,6.5 Crore,"₹ 36,111/sq.ft.",(167 sq.m.) Plot Area,Plot area 200(167.23 sq.m.),4 Bedrooms,4 Bathrooms,3+ Balconies,"Study Room,Servant Room,Pooja Room,Store Room","Dlf Phase 2, Gurugram, DLF Phase 2, Gurgaon, Haryana",2 Floors,North-East,5 to 10 Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Shri Shiv Shakthi Mandir', 'Jain Bhawan', 'Arya Samaj Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Surgi Center Clinic', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Guardian', '98.4', 'Religare Wellness', 'Shri Balaji Medical Store', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'PVR Cinames', 'Mukesh Dhaba', 'Mc Donalds', ""McDonald's"", 'Food Court', 'The God Father', 'Cantine', 'barrique', 'American Montessori']","200 sq yards build up house available for sale in q block, dlf phase 2 , gurugram. It is a north east facing property and is in gated community. 
For more details please contact.","['4 Fan', '1 Exhaust Fan', '6 Light', '1 Chimney', '2 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Park', 'Piped-gas', 'Visitor Parking', 'Security Personnel', 'Airy Rooms', 'Spacious Interiors']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",Q69690592
4 Bedroom House for sale in Sushant Lok Phase 1,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-1-builder-floors-sushant-lok-phase-1-gurgaon-4860-sq-ft-spid-M69616474,Sushant Lok 1 Builder Floors,2.45 Crore,"₹ 7,756/sq.ft.",(50 sq.m.) Plot Area,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 351 sq.yards (293.48 sq.m.),4 Bedrooms,4 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Others","Sushant Lok Phase 1, Gurgaon, Haryana",3 Floors,West,5 to 10 Year Old,"['Huda city centre metro station', 'New Life Church', 'Hanuman Mandir', 'Hdfc bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'Rbs ATM', 'Kotak mahindra bank ATM', 'Standard chartered ATM', 'Citi bank ATM', 'Icici ATM', 'Axis bank ATM', 'Hdfc ATM', 'Dr. Naval Mendiratta', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gupta', 'Dr. Kutbuddin Akbary', 'Max Hospital', 'Arihant Hospital', 'Paras Hospital Gurgaon', 'Sitaram Bhartia', 'Centre For Sight Gurgaon Sector 29', 'Guardian Pharmacy', 'Chikitsa', 'Gardian Pharmacy', 'City Medical', 'Bharat petroleum', 'Icici bank', 'Hdfc bank', 'Axis bank', 'PWO house', 'Balaji Vegetarian Paradise', 'The Chicken Boat', 'Naveidyam', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Starbucks', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Pizza Hut', 'Fat', 'Nowhere Brewpub and cafe', 'Stones2milestones', 'School of Inspired Leadership SOIL', 'Ncr library', 'Bahrisons library']","This is a 60 square yard(Pair) property
Means its now 120 sq yard plot size 
Which has more than 4 bedrooms fully furnished
Available on sale at c block sushant lok phase 1For more details contact us","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '6 Geyser', '1 Stove', '19 Light', '6 AC', '5 TV', '1 Modular Kitchen', '1 Chimney', '5 Curtains', '4 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Bed']","['Private Garden / Terrace', 'Water purifier', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",M69616474
8 Bedroom House for sale in Ansal Plaza,https://www.99acres.com/8-bhk-bedroom-independent-house-villa-for-sale-in-ansal-plaza-gurgaon-2520-sq-ft-spid-K69472428,,5.5 Crore,"₹ 21,825/sq.ft.",(234 sq.m.) Plot Area,Plot area 280(234.12 sq.m.),8 Bedrooms,8 Bathrooms,2 Balconies,"Pooja Room,Study Room,Servant Room","Independent House, Ansal Plaza, Gurgaon, Haryana",3 Floors,East,5 to 10 Year Old,"['HUDA Sector 23 Market', 'Palam triangle', 'Palam Vihar Vyapar kendra', 'Ram Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Metro Hospital and Heart Institute Gurgaon', 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Big Cinemas', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Moti Mahal', 'Pind Baluchi', 'Pizza Hut', ""Domino's Pizza"", 'Cafe Coffee Day', 'Om Sweets', ""McDonald's"", 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'Chiranjiv Bharati School', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","This home is situated in a prime and peaceful neighborhood, and is close to the market, mall and hospital.About locality -The locality is close to nh-48 thus having excellent connectivity with new delhi
Igi airport - 12 km (25 minutes)
Nearest metro stations -
1) mg road metro station - Yellow line - 6.5 km (15 minutes)
2) dwarka sector 21 metro station blue line - 7 km (15 minutes)
Dlf cyberhub and mgf metropolitan mall - 6.5 km (15 minutes)
Employment hubs of gurgaon - Udyog vihar and cyber city are also 4 km away (12-15 minutes)Nearby attractions - Sector 22 market, sector 23 market, ansal plaza mall, global foyer mall, palam vihar vyapar kendra, columbia asia hospital, metro hospital, sector 22 market, 24 seven store (Sec-22)Some major restaurants within 500m - Pizza hut, dominos, mcdonalds, om sweets, haldirams, barbeque nation, tossin pizza, subway, nirula's, baskin robbins, giani's, etc.","['8 Wardrobe', '11 Fan', '1 Exhaust Fan', '18 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Park', 'Natural Light', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",K69472428
4 Bedroom House for sale in Suncity,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-2844-sq-ft-spid-P70191488,,3.51 Crore,"₹ 12,342/sq.ft.",(264 sq.m.) Plot Area,Plot area 316(264.22 sq.m.),4 Bedrooms,4 Bathrooms,3 Balconies,Servant Room,"Suncity, Gurgaon, Haryana",4 Floors,North,Within 6 months,"['Sector 54 chowk metro station', 'Sector metro station', 'Sector 53-54 metro station', 'Sector metro station', 'Sanatan Dharm Mandir', 'Indusind bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Paras Hospital Gurgaon', 'HUDA Office Complex', 'Apollo Pharmacy', 'Medisca', 'Intellion Park', 'HCG CNG Station', 'Heera Fuel Station', 'Hdfc bank', 'Icici bank', 'Axis bank', 'Indusind bank', 'State bank of india', 'Kotak mahindra bank', 'Hdfc bank & atm', 'Hdfc bank and atm', '222', 'Naivedyam Restaurant', 'Bikanerwala', 'Burger Singh', 'Wat-a-Burger', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Shophouse by Kylin', 'Sagar Ratna', 'Pizza Hut', 'Suncity School', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Iilm University', 'IILM']",316 sq yards 4 bhk corner floor for sale Top location Park back sideUltra luxury specifications Vastu perfect house Feel free to call for more details and site visit,[],"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Security Personnel', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5']",P70191488
5 Bedroom House for sale in Sector 57 Gurgaon,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-satya-the-legend-sector-57-gurgaon-5670-sq-ft-spid-R69642358,Satya The Legend3.8 ★,9.25 Crore,"₹ 16,577/sq.ft.",(537 sq.m.) Plot Area,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5 Bedrooms,5 Bathrooms,3+ Balconies,"Study Room,Servant Room,Pooja Room,Store Room","7-08, Sector 57 Gurgaon, Gurgaon, Haryana",4 Floors,North-East,1 to 5 Year Old,"['HDFC Bank ATM', 'ICICI Bank ATM', 'YES Bank ATM', 'Axis Bank ATM', 'Indusind bank ATM', 'CK Birla Hospital', 'Suryadeep Hospital', 'Park Hospital', 'W Pratiksha Hospital', 'Cloudnine Hospital', 'Garari', 'Dreamz Cafe', 'Culinary Blend', 'Delectable Cafe', 'Dana Choga']","Sector-57, gurgaon is located on the golf course extension road. Gurgaons real estate is witnessing growth as the city is offering beautifully designed affordable housing units. The residential projects are strategically located so that traveling and accessing commercial zones is hassle-Free","['1 Water Purifier', '9 Fan', '1 Exhaust Fan', '6 Geyser', '44 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",R69642358
7 Bedroom House for sale in Sector 23 Gurgaon,https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-sector-23-gurgaon-45000-sq-ft-r6-spid-S49137769,,5.65 Crore,"₹ 17,706/sq.ft.",(286 sq.m.) Plot Area,Plot area 342(285.96 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.)Carpet area: 4000 sq.yards (3344.51 sq.m.),7 Bedrooms,7 Bathrooms,3+ Balconies,"Pooja Room,Servant Room","Sector 23 Gurgaon, Gurgaon, Haryana",2 Floors,West,5 to 10 Year Old,"['HUDA Sector 23 Market', 'Palam triangle', 'Palam Vihar Vyapar kendra', 'Ram Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Metro Hospital and Heart Institute Gurgaon', 'SP Infocity', 'HUDA sector 23 parking', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'Punjab national bank', 'Oriental bank of commerce', 'Axis bank', 'Big Cinemas', 'Om Sweets', 'Pind Baluchi', ""Domino's Pizza"", 'Moti Mahal', 'Pizza Hut', 'Cafe Coffee Day', ""McDonald's"", 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Masti ki Pathshala Teach India', 'Chiranjiv Bharati School', 'Palam vihar railway station', 'Bijwasan railway station']","The property is very well located in sector 23 & facing the wide road in front. The property is well maintained ground, first, second 3 bedrooms each with attached baths. It is made floor wise with lift so can fetch rental income as well as very good & stylish living for a big family. The major amenities like gym, club house, banquet halls, badminton court, swimming pool, landscaped garden and children play area are at very convenient distance. Located 5 kms from metro station (Metro is also proposed in this area) & walkable distance from supermarket, malls, educational institutes and shopping complexes.Scores of options for residential plots & kothis in sector 21, 22, 23, 23a & palam vihar - Gurgaon (Haryana).Many options of stylish builder floors in various sizes available.","['2 Fan', '2 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Piped-gas', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Waste Disposal', 'Rain Water Harvesting']","['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",S49137769
9 Bedroom House for sale in A Block Sushant Lok Phase 1,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-2700-sq-ft-spid-P70154168,,7.85 Crore,"₹ 29,074/sq.ft.",(251 sq.m.) Plot Area,Plot area 300(250.84 sq.m.),9 Bedrooms,9 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Others","A Block Sushant Lok Phase 1, Gurgaon, Haryana",3 Floors,West,1 to 5 Year Old,"['Mg road metro station', 'Iffco chowk metro station', 'Arya Samaj Mandir', 'Jain Bhawan', 'Hanuman Mandir', 'Axis bank ATM', 'Punjab national bank ATM', 'Icici bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Sidhesh Hospital Gurgaon', 'Lord Krishna Hospital', 'Privat Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Surgi Center Clinic', 'Umkal Hospital', 'Sitaram Bhartia', 'Religare Wellness', '98.4', 'Guardian', 'DLF Cyber City Phase II', 'DT Cinemas', 'PVR Metropolitan', 'PVR Cinames', 'DT Cinemas', 'PVR Cinames', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'Kotak mahindra bank', 'Hsbc bank', 'Axis bank', 'Axis bank', 'NutrioBox Gurugram', 'Pan Bangkok', 'Barbecue Grill', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'Belgian Waffle', 'Drunken Monkey', 'CCD', 'Blue Tokai Coffee Roasters', 'Starbucks', 'Pizza Hut', 'American Montessori', 'Bahrisons library']",Avl for sale 300 yards beautiful house besment ground frist and second floor 3 bhk each floor prime location walking distance galleria mkt and iffco metro station pls call more details,"['1 Fridge', '12 Fan', '1 Exhaust Fan', '12 Geyser', '16 Light', '1 Modular Kitchen', '13 AC', '20 Curtains', '3 Chimney', '9 Wardrobe', '3 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Environment4 out of 5', 'Safety3 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",P70154168
5 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-4518-sq-ft-spid-T70094424,,13.5 Crore,"₹ 29,880/sq.ft.",(420 sq.m.) Plot Area,Plot area 502(419.74 sq.m.),5 Bedrooms,5 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Others","DLF Phase 1, Gurgaon, Haryana",2 Floors,North-East,1 to 5 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']",502 yards duplex villa in dlf phase 1 prime location 5bhk liveable villa all work done pls call more details,"['6 Fan', '1 Fridge', '1 Exhaust Fan', '6 Geyser', '1 Stove', '12 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '6 Curtains', '5 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",T70094424
6 Bedroom House for sale in DLF Phase 1,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-phase-1-gurgaon-4500-sq-ft-spid-M70013508,,19 Crore,"₹ 42,222/sq.ft.",(418 sq.m.) Plot Area,Plot area 500(418.06 sq.m.),6 Bedrooms,8 Bathrooms,3+ Balconies,"Pooja Room,Study Room,Servant Room,Store Room","A18, DLF Phase 1, Gurgaon, Haryana",3 Floors,East,5 to 10 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","Dlf phase 1, gurgaon, haryana
Beautifully well maintained kothi on sale in dlf city phase 500miter waking distance kutub plazza","['11 Fan', '1 Exhaust Fan', '55 Light', '9 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Waste Disposal', 'Rain Water Harvesting']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",M70013508
18 Bedroom House for sale in Suncity,https://www.99acres.com/18-bhk-bedroom-independent-house-villa-for-sale-in-suncity-gurgaon-1440-sq-ft-spid-Q69197908,,5.5 Crore,"₹ 38,194/sq.ft.",(134 sq.m.) Plot Area,Plot area 160(133.78 sq.m.),18 Bedrooms,18 Bathrooms,3+ Balconies,Servant Room,"11111, Suncity, Gurgaon, Haryana",4 Floors,South-West,1 to 5 Year Old,"['Sector 54 chowk metro station', 'Sector metro station', 'Sector 53-54 metro station', 'Sector metro station', 'Sanatan Dharm Mandir', 'Indusind bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Paras Hospital Gurgaon', 'HUDA Office Complex', 'Apollo Pharmacy', 'Medisca', 'Intellion Park', 'HCG CNG Station', 'Heera Fuel Station', 'Hdfc bank', 'Icici bank', 'Axis bank', 'Indusind bank', 'State bank of india', 'Kotak mahindra bank', 'Hdfc bank & atm', 'Hdfc bank and atm', '222', 'Naivedyam Restaurant', 'Bikanerwala', 'Burger Singh', 'Wat-a-Burger', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Shophouse by Kylin', 'Sagar Ratna', 'Pizza Hut', 'Suncity School', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Iilm University', 'IILM']","18 bed room newly built up in 160 yds plot is available for sale in suncity sector 54
Stitlt parking with lift
Park facing
Handsome rent coming
Running girls pg
Close to golf course road
5 minutes walking from metro
2 minutes walking from market
Best investment
Call for more details","['1 Water Purifier', '22 Fan', '1 Fridge', '1 Exhaust Fan', '18 Geyser', '40 Light', '18 AC', '18 TV', '1 Modular Kitchen', '1 Chimney', '36 Bed', '36 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Curtains', 'No Dining Table', 'No Sofa', 'No Stove']","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Park', 'Internet/wi-fi connectivity', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5']",Q69197908
